study_hours,sleep_hours,social_hours,physical_activity,gpa,academic_pressure,gender,age,financial_stress,study_satisfaction,peer_competition,relationship_stress,sleep_problems,irritability,burnout_risk
9.55,7.7,0.0,6.7,3.64,5.0,0,27.0,2.0,2.0,4,3,2,2,Medium
7.3,7.0,4.2,4.7,2.79,5.0,1,32.0,1.0,5.0,2,5,3,1,Low
3.1,6.1,0.4,9.8,2.5,5.0,1,30.0,2.0,2.0,1,5,2,5,Low
7.5,8.1,2.4,2.8,3.4,5.0,1,26.0,2.0,1.0,1,2,3,3,Low
8.3,5.1,2.0,7.4,3.08,5.0,1,28.0,4.0,1.0,2,2,3,1,High
6.95,7.9,3.2,4.4,3.31,5.0,1,28.0,1.0,4.0,4,1,1,3,Low
9.05,9.8,0.0,2.2,3.48,5.0,0,25.0,1.0,4.0,3,1,5,3,Medium
7.5,8.2,5.4,4.4,2.92,5.0,0,33.0,3.0,4.0,3,3,3,2,Low
6.65,6.8,0.6,7.6,2.78,1.0,1,24.0,3.0,4.0,2,2,2,2,Low
8.7,6.4,1.8,7.4,3.15,5.0,0,22.0,3.0,3.0,2,2,2,3,Medium
3.3,8.6,1.6,4.8,3.27,5.0,1,34.0,5.0,5.0,2,3,2,1,Low
7.55,5.9,4.1,6.4,3.09,5.0,1,29.0,5.0,3.0,5,5,2,2,Medium
6.75,7.8,1.5,5.8,3.01,5.0,1,32.0,1.0,5.0,1,2,2,5,Low
5.4,9.0,1.8,1.5,3.5,5.0,0,31.0,1.0,5.0,4,3,4,4,Low
10.4,9.1,2.4,0.3,3.38,5.0,1,28.0,4.0,5.0,5,3,4,3,Medium
9.05,8.1,2.5,6.5,2.67,5.0,1,30.0,2.0,5.0,4,2,2,2,Medium
4.95,9.1,2.1,2.8,3.2,5.0,0,26.0,5.0,3.0,1,1,3,3,Low
10.15,8.1,2.7,4.5,3.01,5.0,1,19.0,5.0,2.0,4,3,2,1,Medium
10.35,6.1,0.5,5.2,3.37,5.0,0,21.0,4.0,1.0,2,3,4,2,Medium
7.55,8.0,3.3,5.0,2.65,1.0,1,22.0,2.0,3.0,2,3,2,2,Low
9.5,9.9,0.6,3.5,2.93,5.0,1,23.0,5.0,2.0,1,3,5,1,Medium
10.25,7.1,4.3,2.5,3.39,5.0,0,25.0,4.0,1.0,4,2,2,2,Medium
7.7,5.4,5.4,6.5,3.29,5.0,0,24.0,1.0,4.0,5,3,1,2,Medium
6.5,6.1,2.1,8.5,2.91,5.0,0,18.0,4.0,3.0,3,1,5,5,Low
7.65,6.2,3.2,6.1,2.64,1.0,0,19.0,5.0,3.0,2,3,5,5,Low
10.7,7.7,1.4,2.9,3.66,5.0,0,30.0,2.0,3.0,2,1,3,2,Medium
6.5,7.8,2.6,1.0,3.26,5.0,0,35.0,4.0,2.0,2,5,3,3,Low
5.65,7.8,5.7,3.0,3.2,5.0,0,20.0,5.0,3.0,2,4,3,1,Low
4.0,5.5,2.7,7.7,2.72,5.0,1,20.0,4.0,2.0,2,1,3,3,Medium
6.9,8.3,4.4,1.1,3.1,5.0,0,18.0,1.0,4.0,2,2,3,1,Low
10.0,7.7,2.2,0.4,3.44,5.0,0,18.0,1.0,2.0,2,2,4,2,Medium
5.8,5.4,4.5,4.0,3.17,5.0,0,30.0,2.0,3.0,1,1,2,3,Medium
7.95,5.2,1.8,5.3,3.3,5.0,0,33.0,1.0,3.0,1,2,4,5,Medium
9.15,5.4,5.6,5.3,2.58,5.0,0,29.0,3.0,2.0,1,1,5,2,High
7.0,8.0,3.1,4.1,3.15,5.0,0,28.0,3.0,4.0,3,1,1,4,Low
4.8,10.0,2.0,0.4,3.46,5.0,1,26.0,1.0,4.0,2,3,5,2,Low
7.95,9.3,3.5,0.8,3.02,5.0,1,22.0,2.0,4.0,2,2,1,1,Low
10.5,5.4,2.4,6.0,3.46,5.0,0,28.0,2.0,4.0,2,4,2,1,High
9.35,8.2,4.3,0.9,2.83,5.0,1,32.0,2.0,5.0,3,3,1,2,Medium
8.35,9.6,2.6,2.7,3.13,1.0,0,31.0,4.0,3.0,3,2,2,1,Low
4.95,7.0,0.9,8.2,3.0,1.0,1,20.0,2.0,3.0,3,3,4,5,Low
8.9,5.1,0.8,11.0,3.03,5.0,0,30.0,3.0,2.0,5,1,2,5,High
5.9,6.6,3.0,2.9,3.58,5.0,1,27.0,1.0,4.0,4,3,2,3,Low
6.6,8.2,1.3,6.9,3.39,5.0,1,26.0,1.0,3.0,3,4,3,3,Low
7.4,8.9,2.8,6.3,3.11,1.0,1,34.0,3.0,5.0,3,1,3,3,Low
7.65,5.3,4.2,5.2,2.67,5.0,0,20.0,1.0,4.0,3,3,4,2,Medium
6.75,7.5,6.0,1.8,3.21,5.0,1,22.0,2.0,1.0,4,2,2,2,Low
5.55,6.5,3.7,2.2,2.85,5.0,0,20.0,3.0,3.0,2,2,4,1,Low
3.85,7.2,1.2,6.4,3.04,1.0,0,27.0,5.0,1.0,1,5,1,2,Low
9.4,9.1,4.4,2.0,2.9,5.0,0,25.0,4.0,2.0,1,3,2,3,Medium
7.55,8.8,0.8,8.3,2.25,1.0,1,19.0,5.0,3.0,3,3,1,1,Low
8.85,5.1,1.4,8.9,3.15,5.0,1,29.0,5.0,1.0,2,3,3,4,High
8.75,7.3,5.1,3.9,2.94,1.0,0,18.0,1.0,2.0,2,2,4,2,Low
4.25,5.8,1.9,8.8,2.79,5.0,0,21.0,2.0,2.0,1,2,3,3,Medium
8.45,7.3,4.7,3.5,3.38,5.0,0,31.0,1.0,5.0,1,1,4,2,Medium
9.75,8.9,0.6,1.2,3.3,5.0,0,33.0,4.0,1.0,2,1,2,1,Medium
6.65,5.2,5.4,3.7,3.31,5.0,1,33.0,5.0,4.0,1,4,2,2,Medium
7.65,8.3,5.3,0.6,3.36,5.0,1,21.0,5.0,1.0,2,3,2,3,Low
6.65,5.8,4.4,6.4,3.11,5.0,0,21.0,5.0,1.0,2,3,2,2,Medium
5.8,5.2,0.5,8.0,3.07,5.0,1,23.0,3.0,2.0,1,4,1,4,Medium
7.2,9.8,4.4,4.4,2.85,1.0,1,20.0,5.0,4.0,3,2,5,5,Low
6.9,6.7,4.6,4.7,2.81,5.0,0,20.0,5.0,4.0,1,2,2,3,Low
8.95,8.3,4.6,4.8,2.99,1.0,0,20.0,5.0,4.0,1,2,3,3,Low
5.15,5.4,5.8,6.4,3.14,5.0,1,20.0,2.0,5.0,1,1,1,1,Medium
6.05,6.0,0.7,7.7,3.06,5.0,0,33.0,2.0,4.0,2,3,3,3,Low
7.05,8.2,2.4,2.2,3.09,5.0,1,29.0,4.0,4.0,2,3,1,4,Low
7.95,7.9,2.8,1.0,3.67,5.0,0,21.0,2.0,4.0,1,1,3,1,Low
9.55,5.6,2.0,4.7,3.16,5.0,1,28.0,3.0,1.0,1,3,4,2,High
9.1,9.7,1.1,3.5,2.69,5.0,0,25.0,3.0,5.0,3,1,2,2,Medium
4.8,9.4,3.9,4.3,3.01,1.0,0,22.0,2.0,2.0,2,5,4,2,Low
6.15,9.6,0.4,1.3,3.28,5.0,0,24.0,1.0,3.0,5,2,2,1,Low
5.9,9.2,3.1,1.1,3.45,5.0,1,19.0,3.0,4.0,2,4,1,3,Low
6.45,9.9,5.6,0.4,3.12,1.0,1,32.0,5.0,3.0,1,1,2,2,Low
7.6,5.7,4.4,8.0,2.67,5.0,0,25.0,1.0,4.0,3,4,2,1,Medium
6.75,8.7,2.4,2.0,3.24,5.0,0,25.0,4.0,3.0,5,2,2,3,Low
6.0,6.5,3.4,4.1,3.35,5.0,1,21.0,2.0,1.0,2,3,4,3,Low
8.6,5.8,2.8,4.2,3.31,5.0,0,28.0,3.0,2.0,5,5,4,4,High
7.5,8.6,6.0,3.4,2.71,1.0,1,20.0,4.0,2.0,3,1,3,4,Low
6.0,7.8,4.4,2.0,3.18,5.0,1,26.0,1.0,5.0,5,3,1,4,Low
9.05,6.8,4.7,3.6,3.19,5.0,0,19.0,5.0,5.0,3,1,3,3,Medium
8.9,8.7,1.2,5.2,3.32,5.0,1,25.0,4.0,3.0,3,4,2,1,Medium
10.4,6.6,0.9,5.2,3.61,5.0,0,33.0,1.0,5.0,2,2,5,4,Medium
10.0,7.2,3.8,1.5,3.43,5.0,0,20.0,1.0,5.0,2,2,1,1,Medium
8.2,7.0,2.1,3.1,3.1,5.0,1,22.0,4.0,3.0,2,5,4,2,Medium
7.0,7.9,2.9,3.8,3.6,5.0,1,26.0,1.0,4.0,2,2,1,1,Low
9.6,7.9,3.4,4.2,3.64,5.0,0,20.0,2.0,3.0,1,2,5,1,Medium
5.2,6.3,5.0,1.1,3.5,5.0,1,23.0,3.0,3.0,3,4,4,4,Low
3.75,5.3,2.0,8.9,3.26,5.0,1,33.0,5.0,3.0,1,1,3,3,Medium
8.95,7.2,0.9,4.9,3.53,5.0,0,20.0,3.0,3.0,2,3,3,1,Medium
8.8,5.4,1.3,9.0,3.29,5.0,0,29.0,1.0,3.0,2,5,4,2,High
9.0,8.2,0.9,1.2,3.63,5.0,1,33.0,2.0,1.0,2,2,3,2,Medium
7.6,5.6,2.5,4.6,3.16,5.0,1,26.0,4.0,4.0,3,2,3,4,Medium
3.95,5.9,2.2,5.6,3.4,5.0,0,27.0,1.0,4.0,2,1,4,2,Medium
7.85,5.1,5.0,7.1,3.03,5.0,0,34.0,1.0,2.0,1,2,1,1,Medium
8.25,6.3,2.6,4.8,2.62,5.0,1,34.0,1.0,4.0,3,3,2,4,Medium
9.2,5.9,4.3,1.0,3.18,5.0,0,20.0,5.0,2.0,2,3,2,1,High
8.35,8.6,3.0,6.4,2.28,1.0,1,28.0,1.0,4.0,1,1,1,1,Low
9.1,8.8,0.8,4.3,2.88,5.0,1,28.0,4.0,4.0,4,2,2,5,Medium
9.9,9.8,0.2,2.6,3.38,5.0,0,23.0,1.0,4.0,3,2,3,1,Medium
4.65,6.3,1.5,9.8,2.75,1.0,0,34.0,5.0,4.0,5,4,3,2,Low
4.2,7.2,4.7,2.7,3.03,5.0,0,20.0,1.0,5.0,4,2,2,1,Low
8.15,5.2,0.4,11.1,2.31,5.0,0,25.0,1.0,2.0,3,2,2,1,High
6.35,5.1,4.0,4.6,3.18,5.0,1,26.0,5.0,3.0,5,2,2,1,Medium
10.4,9.7,0.1,2.2,3.16,5.0,1,18.0,4.0,2.0,1,1,2,1,Medium
8.85,6.3,3.3,1.8,3.2,5.0,0,24.0,4.0,2.0,1,2,1,1,Medium
8.5,7.3,5.8,2.6,2.58,5.0,1,28.0,3.0,2.0,2,2,1,4,Medium
6.8,6.1,1.5,10.2,3.07,1.0,1,34.0,3.0,5.0,5,5,4,3,Low
7.65,7.6,0.6,4.3,3.48,5.0,1,23.0,2.0,2.0,1,2,1,5,Low
8.15,7.7,0.5,7.7,2.93,1.0,1,27.0,2.0,4.0,2,2,2,1,Low
5.15,5.8,5.7,3.3,3.18,5.0,0,19.0,2.0,2.0,3,2,3,3,Medium
7.65,8.3,3.3,3.5,3.28,5.0,1,32.0,1.0,4.0,5,5,1,5,Low
8.15,9.0,2.8,4.8,2.67,1.0,0,20.0,5.0,5.0,5,3,3,4,Low
7.4,8.8,3.1,5.0,2.71,1.0,1,25.0,4.0,4.0,2,3,4,2,Low
4.0,9.4,4.4,0.7,2.84,5.0,0,24.0,4.0,1.0,2,2,2,2,Low
7.45,5.1,0.4,5.5,3.17,5.0,0,22.0,2.0,2.0,2,1,2,4,Medium
6.65,7.7,2.7,2.7,3.15,5.0,1,27.0,5.0,2.0,2,2,4,2,Low
7.55,8.9,4.3,0.2,3.21,5.0,0,18.0,1.0,3.0,2,2,2,2,Low
7.5,6.4,4.8,4.7,3.27,5.0,1,23.0,2.0,5.0,2,3,3,3,Low
8.5,9.6,2.0,1.8,3.57,5.0,0,29.0,3.0,4.0,2,1,1,1,Medium
6.9,9.0,1.9,4.5,2.8,1.0,0,18.0,2.0,1.0,2,5,2,1,Low
4.45,8.3,0.9,5.3,2.8,1.0,0,31.0,1.0,3.0,2,5,3,3,Low
8.1,5.4,5.3,3.6,3.08,5.0,0,33.0,5.0,5.0,3,3,4,2,High
7.4,9.9,1.7,0.9,3.75,5.0,1,33.0,1.0,4.0,1,4,2,2,Low
8.6,9.4,2.4,3.3,3.47,5.0,0,34.0,1.0,3.0,3,1,3,1,Medium
4.3,5.4,4.4,2.0,3.81,5.0,1,28.0,5.0,4.0,3,3,3,3,Medium
8.45,9.1,3.0,2.6,2.68,1.0,1,20.0,1.0,3.0,1,2,3,4,Low
9.2,7.3,2.1,3.9,3.34,5.0,1,25.0,2.0,5.0,1,3,1,2,Medium
4.25,6.7,1.0,5.5,3.29,5.0,0,21.0,2.0,5.0,3,1,2,1,Low
8.25,5.7,2.1,9.7,2.93,5.0,0,29.0,5.0,4.0,5,5,3,1,High
8.65,8.3,3.4,2.0,3.29,5.0,0,33.0,4.0,3.0,4,2,5,5,Medium
4.7,8.2,0.6,3.9,3.02,5.0,0,33.0,4.0,3.0,5,5,1,5,Low
4.2,8.4,0.4,5.5,3.32,5.0,0,21.0,4.0,5.0,1,3,3,1,Low
8.55,6.4,3.9,4.3,2.86,5.0,0,29.0,2.0,2.0,1,2,5,5,Medium
10.25,6.5,1.3,5.6,3.38,5.0,1,31.0,3.0,1.0,1,1,2,1,Medium
7.7,8.9,1.7,0.9,3.45,5.0,1,24.0,1.0,4.0,5,4,4,1,Low
6.15,8.4,3.2,2.5,2.92,5.0,0,19.0,2.0,1.0,2,1,1,1,Low
8.65,7.7,2.1,3.4,2.9,5.0,1,25.0,3.0,3.0,2,3,3,5,Medium
7.95,7.1,0.3,6.3,3.55,5.0,1,27.0,1.0,5.0,4,2,1,1,Low
9.2,6.5,5.5,2.2,3.0,5.0,0,31.0,5.0,3.0,1,1,3,3,Medium
4.9,5.1,5.8,1.1,3.13,5.0,0,28.0,4.0,1.0,1,5,2,3,Medium
8.05,9.4,0.5,3.9,3.58,5.0,1,34.0,2.0,4.0,2,2,3,1,Medium
8.25,5.5,1.5,6.3,3.27,5.0,0,31.0,1.0,3.0,2,5,4,4,High
7.75,6.5,1.8,6.8,2.91,5.0,1,20.0,2.0,1.0,1,1,1,2,Low
8.35,9.5,4.8,0.8,3.5,5.0,0,18.0,5.0,3.0,1,3,3,2,Medium
9.75,5.4,1.4,7.0,3.77,5.0,0,20.0,4.0,1.0,5,1,2,5,High
7.5,7.9,6.0,1.0,3.36,5.0,1,24.0,2.0,3.0,4,3,2,4,Low
3.15,8.0,0.7,6.7,3.03,1.0,0,28.0,2.0,3.0,3,2,1,1,Low
4.25,8.3,5.0,1.6,2.86,1.0,0,19.0,5.0,4.0,1,1,2,5,Low
7.8,6.6,2.6,5.5,3.34,5.0,1,28.0,5.0,1.0,2,4,2,5,Low
10.45,9.5,1.4,1.8,3.66,5.0,1,28.0,5.0,5.0,2,2,3,1,Medium
8.0,6.2,3.1,3.9,3.46,5.0,0,28.0,1.0,5.0,2,4,1,4,Low
8.25,7.4,3.9,5.7,2.85,1.0,0,19.0,1.0,2.0,2,3,3,1,Low
7.35,8.2,0.4,4.7,3.42,5.0,1,28.0,1.0,2.0,3,3,5,4,Low
5.65,7.4,0.3,8.6,2.86,5.0,0,21.0,5.0,1.0,4,2,1,1,Low
9.95,7.4,1.1,4.3,3.35,5.0,0,19.0,3.0,4.0,5,5,4,5,Medium
8.05,6.0,3.1,5.7,3.15,5.0,1,29.0,2.0,1.0,3,3,5,1,Medium
7.0,7.6,1.5,3.6,3.2,5.0,1,32.0,1.0,5.0,1,1,4,1,Low
10.85,5.4,3.7,3.6,3.39,5.0,1,26.0,4.0,2.0,4,5,2,3,High
7.25,7.5,3.9,1.6,2.97,5.0,1,22.0,4.0,4.0,3,2,3,3,Low
6.0,6.4,2.4,4.7,3.14,5.0,0,24.0,4.0,1.0,5,5,1,4,Low
7.25,8.0,1.1,2.5,3.11,5.0,1,28.0,4.0,4.0,1,2,3,2,Low
7.05,9.1,0.0,2.0,3.27,5.0,1,34.0,1.0,3.0,2,4,1,3,Low
8.65,8.0,4.1,5.4,2.97,5.0,1,20.0,3.0,4.0,5,5,5,5,Medium
8.3,7.3,2.2,7.4,2.8,1.0,0,32.0,3.0,4.0,3,1,2,1,Low
5.4,5.4,2.1,7.4,3.12,5.0,0,20.0,4.0,3.0,3,2,5,2,Medium
10.35,8.4,1.2,2.0,3.44,5.0,1,18.0,4.0,3.0,4,4,4,2,Medium
7.6,8.1,3.5,0.5,3.23,5.0,0,25.0,1.0,2.0,2,1,1,2,Low
5.3,9.5,0.4,5.0,3.06,5.0,1,29.0,1.0,3.0,1,3,4,4,Low
5.55,6.5,2.9,7.8,2.79,1.0,1,27.0,4.0,2.0,1,2,1,3,Low
4.95,5.6,3.4,6.9,3.44,5.0,0,34.0,4.0,3.0,4,2,3,2,Medium
5.15,8.5,1.6,2.2,3.07,5.0,1,32.0,5.0,3.0,3,5,4,5,Low
8.7,6.5,4.7,3.3,3.54,5.0,1,29.0,4.0,1.0,1,4,3,1,Medium
7.55,9.6,0.8,1.1,3.31,5.0,0,23.0,1.0,1.0,2,5,1,2,Low
3.3,6.9,3.6,4.6,3.2,5.0,0,27.0,4.0,5.0,1,3,2,2,Low
4.45,7.2,0.9,8.3,3.26,5.0,0,29.0,5.0,2.0,1,1,2,1,Low
10.25,5.8,0.2,7.1,3.69,5.0,0,30.0,1.0,3.0,4,3,3,2,High
7.35,7.0,1.9,8.1,3.28,5.0,0,21.0,3.0,5.0,3,3,2,5,Low
5.2,6.8,1.3,5.1,3.25,5.0,0,32.0,5.0,2.0,1,1,4,3,Low
5.7,7.4,0.2,7.4,3.32,5.0,1,20.0,5.0,2.0,3,3,2,3,Low
4.25,6.9,0.2,5.5,3.11,5.0,0,25.0,5.0,2.0,1,1,1,1,Low
7.9,8.8,2.8,6.5,2.8,1.0,1,31.0,2.0,1.0,3,4,1,1,Low
9.2,5.6,5.7,2.7,3.1,5.0,1,20.0,2.0,5.0,3,4,2,4,High
6.5,9.9,0.8,2.0,3.13,5.0,0,23.0,5.0,3.0,1,2,1,1,Low
5.9,6.9,1.9,3.8,3.23,5.0,1,31.0,1.0,4.0,2,2,5,1,Low
4.4,8.8,4.3,0.9,3.2,5.0,0,34.0,3.0,5.0,1,4,2,2,Low
8.6,6.3,1.2,8.1,3.05,5.0,1,24.0,4.0,2.0,1,3,2,1,Medium
7.7,7.8,2.0,3.9,2.87,5.0,1,32.0,3.0,4.0,1,4,2,2,Low
3.95,7.2,3.8,4.5,2.68,5.0,1,30.0,3.0,1.0,1,4,3,3,Low
8.5,8.1,1.4,1.0,3.44,5.0,0,18.0,2.0,1.0,1,1,4,4,Medium
10.05,7.0,0.2,7.9,3.74,5.0,1,33.0,2.0,4.0,3,5,3,2,Medium
8.55,9.5,3.2,1.3,2.61,5.0,1,34.0,2.0,1.0,2,1,4,2,Medium
5.85,5.7,4.7,2.4,3.21,5.0,0,20.0,2.0,4.0,3,1,2,2,Medium
7.7,9.7,0.7,3.7,2.89,5.0,0,22.0,5.0,3.0,1,1,5,1,Low
9.15,7.4,4.7,0.7,2.74,5.0,1,34.0,3.0,3.0,1,3,1,3,Medium
8.2,8.8,2.3,5.7,3.21,5.0,0,30.0,3.0,1.0,1,1,3,2,Medium
8.8,7.9,5.2,1.3,3.13,5.0,1,19.0,3.0,4.0,1,4,2,5,Medium
4.55,7.9,3.7,0.2,3.42,5.0,0,19.0,4.0,1.0,3,1,2,2,Low
5.5,9.3,2.6,5.7,3.02,5.0,1,20.0,5.0,2.0,1,5,2,5,Low
5.05,5.1,2.9,4.2,2.63,5.0,1,25.0,5.0,2.0,2,3,1,3,Medium
10.2,8.5,0.6,3.6,3.07,5.0,0,30.0,1.0,5.0,3,3,2,3,Medium
4.5,6.1,5.7,2.1,3.07,5.0,1,26.0,5.0,1.0,1,4,4,3,Low
7.5,8.4,5.0,1.6,2.9,1.0,0,21.0,2.0,2.0,3,1,3,4,Low
10.35,8.8,4.5,1.4,3.41,5.0,0,28.0,3.0,1.0,3,3,2,3,Medium
6.65,9.2,2.1,1.3,3.24,5.0,1,18.0,5.0,5.0,3,1,4,3,Low
7.7,7.0,0.4,9.6,2.63,1.0,1,24.0,5.0,1.0,1,1,2,3,Low
3.85,9.0,5.7,2.2,2.63,5.0,1,29.0,2.0,5.0,2,2,3,4,Low
6.7,9.0,4.2,3.4,2.85,1.0,1,28.0,2.0,5.0,1,2,3,3,Low
8.65,7.0,1.8,9.6,2.64,1.0,1,31.0,3.0,5.0,1,1,5,2,Low
8.0,7.0,3.9,0.4,3.16,5.0,1,25.0,2.0,2.0,4,5,5,1,Low
3.3,6.1,3.8,5.6,3.0,5.0,1,28.0,2.0,5.0,2,2,2,3,Low
4.9,5.6,5.3,3.7,3.08,5.0,1,33.0,4.0,2.0,1,1,4,1,Medium
6.75,7.9,3.7,3.1,3.17,5.0,1,30.0,5.0,2.0,2,1,4,4,Low
9.1,9.1,4.7,1.1,2.83,5.0,0,28.0,5.0,5.0,2,4,3,2,Medium
7.9,5.7,4.7,3.7,3.16,5.0,1,20.0,5.0,3.0,5,5,5,3,Medium
8.7,8.1,0.3,8.7,2.61,5.0,0,18.0,2.0,3.0,3,3,2,3,Medium
6.35,5.0,3.1,5.9,3.24,5.0,0,29.0,2.0,5.0,1,5,4,4,Medium
8.6,6.2,4.4,4.2,3.41,5.0,1,28.0,1.0,2.0,5,4,1,4,Medium
8.3,6.8,1.6,8.6,2.89,5.0,0,24.0,3.0,2.0,3,3,1,1,Medium
9.45,7.2,3.9,0.4,3.51,5.0,1,25.0,3.0,2.0,2,3,5,5,Medium
5.45,5.4,4.1,3.7,2.55,5.0,1,21.0,5.0,5.0,1,2,2,4,Medium
10.1,5.0,1.0,7.0,3.2,5.0,1,21.0,1.0,1.0,1,2,4,1,High
8.3,9.8,2.2,0.7,3.31,5.0,0,28.0,4.0,2.0,3,4,1,3,Medium
8.75,8.9,3.9,4.3,3.01,5.0,0,34.0,4.0,5.0,2,1,4,4,Medium
8.1,9.8,3.0,4.6,2.49,1.0,0,29.0,3.0,2.0,3,4,3,4,Low
7.5,6.8,0.3,9.4,2.44,5.0,0,19.0,4.0,2.0,2,3,4,4,Low
4.4,9.1,3.7,0.7,3.44,5.0,0,19.0,5.0,1.0,2,3,3,3,Low
5.7,6.1,4.1,2.9,2.88,5.0,1,21.0,3.0,5.0,1,2,3,1,Low
8.5,5.7,3.9,5.2,3.03,5.0,1,23.0,5.0,3.0,1,4,3,1,High
6.1,8.6,1.1,4.5,3.46,5.0,0,25.0,4.0,2.0,3,2,3,4,Low
9.25,6.8,0.3,6.3,3.43,5.0,0,29.0,3.0,2.0,4,1,1,2,Medium
6.15,5.1,2.3,7.0,2.74,5.0,1,27.0,5.0,4.0,4,4,2,2,Medium
8.85,5.6,2.5,9.1,2.49,5.0,0,19.0,5.0,1.0,3,1,3,3,High
5.85,5.0,2.8,6.1,3.12,5.0,1,26.0,5.0,4.0,2,1,1,4,Medium
5.9,8.4,1.2,2.5,3.61,5.0,0,19.0,3.0,1.0,3,2,1,4,Low
3.8,5.6,0.1,6.8,3.28,5.0,0,22.0,3.0,1.0,1,1,1,1,Medium
7.95,5.6,1.6,4.7,3.36,5.0,0,23.0,5.0,4.0,4,2,2,2,Medium
4.35,5.0,1.8,9.0,3.31,5.0,1,29.0,5.0,1.0,3,1,2,2,Medium
8.1,9.2,0.1,2.6,3.26,5.0,1,21.0,2.0,1.0,2,4,2,2,Medium
8.45,7.0,1.8,4.5,3.38,5.0,1,24.0,2.0,3.0,2,1,1,4,Medium
7.65,6.2,2.9,8.7,2.76,1.0,1,24.0,1.0,2.0,3,1,4,5,Low
8.65,9.7,4.1,1.1,3.13,1.0,1,32.0,3.0,5.0,1,1,3,1,Low
8.0,9.8,0.2,1.8,3.25,5.0,0,22.0,2.0,4.0,5,5,2,2,Low
3.5,8.1,4.7,4.6,2.78,5.0,1,23.0,1.0,3.0,3,2,2,4,Low
9.45,9.1,3.8,2.6,3.5,5.0,0,33.0,4.0,5.0,3,1,4,5,Medium
5.15,9.6,1.7,5.0,2.74,5.0,0,27.0,5.0,3.0,4,3,2,5,Low
7.15,8.5,0.3,4.3,2.93,5.0,0,26.0,2.0,3.0,1,2,1,4,Low
7.85,7.6,1.5,5.4,3.27,1.0,1,24.0,3.0,5.0,4,3,1,3,Low
5.75,5.4,1.6,6.8,3.09,5.0,1,33.0,4.0,2.0,1,1,1,2,Medium
8.85,5.2,1.0,8.4,3.43,5.0,1,33.0,5.0,2.0,4,2,2,2,High
3.6,5.2,5.1,5.7,2.99,5.0,0,25.0,3.0,5.0,4,2,4,4,Medium
10.9,9.8,3.6,0.0,3.59,5.0,0,27.0,5.0,2.0,2,2,3,2,Medium
6.8,7.8,1.0,2.7,3.69,5.0,0,25.0,5.0,2.0,2,1,3,2,Low
8.2,9.9,1.1,5.1,2.54,1.0,1,28.0,2.0,2.0,5,5,3,1,Low
9.5,9.7,1.6,0.1,3.44,5.0,0,21.0,5.0,3.0,3,2,5,5,Medium
5.9,7.4,4.3,2.9,3.32,5.0,1,29.0,2.0,5.0,1,1,3,1,Low
8.6,8.3,1.0,5.9,3.23,5.0,0,32.0,3.0,4.0,1,1,5,1,Medium
9.75,5.0,2.1,9.4,3.2,5.0,1,34.0,3.0,3.0,3,3,1,3,High
10.3,8.2,1.2,4.1,3.62,5.0,1,25.0,5.0,3.0,3,3,3,3,Medium
8.3,7.1,0.2,7.7,3.2,5.0,0,21.0,3.0,5.0,2,3,4,4,Medium
8.7,5.6,1.7,6.7,3.26,5.0,1,19.0,3.0,3.0,1,5,1,2,High
8.5,8.8,1.9,3.1,3.46,5.0,1,22.0,1.0,4.0,3,4,2,5,Medium
9.5,9.6,4.2,0.2,2.68,5.0,1,33.0,3.0,3.0,3,3,4,3,Medium
9.95,7.8,2.2,4.1,3.54,5.0,0,19.0,5.0,3.0,2,2,3,1,Medium
7.15,6.0,5.5,3.2,3.25,5.0,1,21.0,5.0,4.0,2,4,2,1,Low
7.55,5.2,1.1,11.4,2.72,5.0,1,20.0,5.0,3.0,3,2,4,3,Medium
5.15,9.8,2.2,1.6,3.79,5.0,0,20.0,2.0,4.0,3,2,1,1,Low
9.8,6.4,2.1,4.9,2.83,5.0,1,18.0,1.0,3.0,3,4,2,5,Medium
9.25,9.5,0.5,0.7,3.4,5.0,0,21.0,4.0,4.0,3,5,4,2,Medium
7.75,8.0,1.1,6.6,3.43,5.0,1,21.0,5.0,4.0,2,2,3,3,Low
4.35,6.0,0.4,7.5,2.48,5.0,0,21.0,2.0,2.0,1,3,1,1,Low
10.55,6.7,3.4,1.5,3.4,5.0,1,29.0,3.0,3.0,1,2,2,3,Medium
4.45,5.8,5.3,1.4,2.98,5.0,0,28.0,1.0,2.0,3,2,3,3,Medium
5.55,5.6,4.6,6.5,3.13,5.0,1,33.0,3.0,1.0,3,2,5,5,Medium
5.5,7.6,0.3,9.4,2.53,1.0,1,24.0,4.0,5.0,2,2,2,5,Low
5.1,8.6,5.8,3.4,2.71,5.0,1,29.0,1.0,1.0,3,1,3,4,Low
5.55,8.7,5.1,1.4,2.57,5.0,1,32.0,5.0,5.0,3,3,5,2,Low
8.8,9.1,1.0,4.4,2.85,5.0,1,32.0,5.0,3.0,2,3,4,3,Medium
8.45,9.0,4.4,0.1,2.92,5.0,1,26.0,2.0,3.0,2,1,4,3,Medium
4.0,5.4,3.3,4.7,3.48,5.0,0,23.0,1.0,1.0,5,4,2,2,Medium
8.25,8.9,3.4,2.5,3.41,5.0,0,29.0,2.0,1.0,1,4,4,2,Medium
8.75,8.8,0.6,5.2,2.67,5.0,1,27.0,5.0,5.0,2,4,2,2,Medium
