age,gender,study_hours,sleep_hours,social_hours,physical_activity,gpa,academic_pressure,peer_competition,anxiety,depression,irritability,sleep_problems,relationship_stress,financial_stress,study_satisfaction,burnout_risk
25.0,Male,8.9,6.8,0.7,7.3,3.4,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.7,6.6,2.0,8.4,3.2,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.6,9.4,1.6,1.8,3.36,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.8,8.9,2.0,2.1,3.19,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.6,5.1,0.6,9.0,3.16,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.6,9.5,1.5,4.4,2.93,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.1,6.1,0.5,7.3,2.9,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.6,8.2,2.6,0.4,3.34,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.0,9.5,2.6,2.2,3.21,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.1,9.1,5.2,1.9,2.85,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.0,7.1,1.3,8.6,2.68,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.7,7.6,3.8,1.6,3.29,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.8,9.8,0.9,2.6,2.64,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.4,8.0,3.0,6.5,2.95,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.3,9.5,1.4,6.7,2.79,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.9,8.4,3.6,1.1,3.25,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.2,6.8,3.8,4.3,3.05,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.5,6.6,1.1,7.5,3.26,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.2,8.4,0.1,7.9,2.47,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.2,8.5,2.3,4.3,3.24,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.7,6.7,0.7,6.3,3.62,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.1,7.6,1.2,3.9,3.12,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.5,9.5,3.4,2.0,2.58,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.6,9.4,1.9,0.5,3.03,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.2,5.8,5.4,4.3,3.29,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.0,7.7,4.2,6.5,2.61,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.3,8.6,1.4,4.8,3.48,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.2,8.3,2.3,1.8,3.07,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.5,6.3,1.5,9.2,2.81,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.5,9.0,1.5,1.5,3.49,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.9,6.0,4.3,3.8,2.97,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.7,9.6,0.3,0.6,3.55,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.1,7.1,5.8,2.3,2.6,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.3,5.8,3.3,4.3,3.09,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.7,7.9,0.3,3.3,3.47,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.4,8.5,2.2,0.9,3.18,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.8,9.0,4.9,2.1,3.12,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.0,8.5,3.1,0.8,4.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.5,6.9,0.6,5.6,3.33,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.3,6.4,3.5,4.6,3.11,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.2,9.1,2.2,7.4,2.79,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.8,8.1,0.5,5.7,3.1,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.3,7.7,3.8,5.1,2.39,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.0,7.2,0.5,6.2,3.39,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.1,9.2,4.0,1.8,2.52,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.8,7.7,4.3,5.2,2.8,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.3,9.8,3.5,1.3,3.67,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.1,6.8,4.5,4.6,3.27,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.1,5.2,0.2,13.0,2.85,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.4,7.5,2.8,5.9,3.26,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.9,7.0,3.7,5.7,2.8,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.9,7.5,5.1,2.0,3.06,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.3,5.4,3.9,5.7,3.26,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.7,6.9,3.3,1.8,3.38,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.3,9.7,1.9,2.9,3.15,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.4,9.2,0.1,8.0,2.69,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.1,5.6,4.2,4.0,3.54,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.7,6.4,1.0,4.7,3.37,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.8,10.0,0.8,1.2,3.58,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.7,9.3,1.8,2.5,2.89,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.8,5.5,5.4,1.3,3.58,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.6,6.9,0.1,6.8,2.99,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.5,6.6,5.7,1.8,3.44,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.2,6.5,2.0,5.5,3.35,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.4,9.0,2.8,0.8,3.26,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.3,7.2,5.3,4.0,2.62,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.8,5.7,4.6,6.4,2.86,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.4,5.4,4.9,5.5,2.86,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.5,5.4,5.9,3.9,2.99,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.1,9.9,0.9,0.3,3.08,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.9,8.9,3.4,4.5,3.21,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.6,5.1,2.8,8.5,2.81,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.3,5.6,3.9,8.7,2.9,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.8,6.4,5.2,1.1,3.78,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.1,5.1,5.8,3.1,2.96,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.4,9.8,3.1,3.5,2.81,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.1,7.3,3.6,2.2,3.39,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.2,9.8,5.3,2.6,2.82,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.3,6.4,1.1,6.7,2.67,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.9,9.9,5.8,0.1,3.08,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.5,6.5,4.9,2.0,3.1,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.6,9.7,1.0,0.4,3.54,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.1,9.7,3.9,0.6,3.45,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.9,8.0,2.1,3.4,3.39,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.8,9.2,0.7,0.9,3.15,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.3,9.1,6.0,0.1,2.68,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,10.0,8.8,2.8,0.2,3.41,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.3,9.8,3.6,2.8,3.22,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.1,8.1,2.1,5.0,2.98,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.6,7.6,4.9,0.8,2.99,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.8,9.4,1.9,2.7,3.3,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.5,5.7,0.1,8.8,3.55,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.8,7.0,2.6,5.2,2.97,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.6,7.0,3.7,2.6,3.28,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.3,5.7,4.8,0.4,3.05,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.3,7.5,1.7,3.6,3.08,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.2,5.4,0.8,8.6,3.3,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.9,9.5,2.8,4.4,2.7,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.3,6.0,0.2,8.8,3.14,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.9,5.6,2.8,9.3,2.73,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.0,7.5,4.1,4.9,2.76,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.4,5.3,1.6,4.0,3.45,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.0,5.9,1.3,4.8,3.29,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.1,7.3,4.5,2.6,2.75,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.2,8.6,5.4,3.8,3.4,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.5,7.7,1.5,7.5,3.05,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.3,5.1,1.9,9.2,2.82,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.6,8.0,4.1,2.7,2.62,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.9,5.4,3.2,4.5,3.64,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.2,6.4,2.2,7.7,3.19,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.2,6.8,5.9,0.8,2.95,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.5,6.2,1.0,10.7,2.94,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.9,5.9,5.4,5.7,2.89,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.1,5.6,2.4,5.0,2.9,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.8,9.1,0.4,1.2,3.57,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.6,7.9,1.2,3.1,3.24,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.8,6.6,2.6,5.3,2.99,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.6,6.4,3.5,6.1,2.85,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.8,7.7,0.3,8.3,2.7,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.3,6.6,4.9,3.2,2.72,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.3,8.8,3.6,2.6,2.45,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.7,9.2,4.2,0.2,2.85,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.6,9.7,1.1,4.7,2.86,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.9,5.7,4.8,2.2,3.15,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.0,5.8,4.9,6.6,2.96,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.8,7.0,4.9,1.8,3.44,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.2,7.3,1.8,6.2,3.08,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.2,6.9,3.3,4.0,3.27,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.5,5.6,5.6,0.8,3.13,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.7,8.1,3.2,3.8,3.08,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.5,5.8,1.7,3.8,3.59,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.2,8.8,5.3,2.4,2.61,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.7,5.6,5.1,3.3,2.95,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.0,6.1,4.3,4.0,3.15,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.6,8.5,2.3,2.0,3.14,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.9,7.9,2.4,4.2,2.64,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.3,5.8,3.5,3.6,3.58,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.1,9.7,3.2,2.5,2.79,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.5,8.5,0.5,2.8,3.65,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.1,9.7,4.0,0.3,3.33,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.3,9.9,5.0,1.3,3.11,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.0,5.3,2.0,7.1,3.42,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.0,6.7,2.4,5.9,3.51,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.7,8.7,2.7,4.5,3.02,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.1,5.7,1.1,9.3,2.38,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.6,7.9,3.2,1.9,3.43,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.1,5.9,5.8,4.5,2.71,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.4,7.5,3.6,3.5,2.59,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.3,6.0,5.4,4.3,2.68,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.2,7.8,0.4,8.7,2.67,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.9,7.6,2.5,3.2,3.58,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.8,9.3,5.7,2.5,2.46,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.9,8.2,2.5,5.3,3.22,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.1,6.2,4.0,7.8,3.02,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.1,9.0,1.1,8.4,2.52,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.5,8.6,5.1,3.8,2.97,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.2,8.3,1.0,3.9,3.5,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.1,6.0,0.2,12.4,2.7,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.9,7.1,5.4,3.3,2.78,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.3,8.0,1.6,6.6,3.15,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.1,7.8,2.6,3.9,3.26,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.8,9.3,2.6,2.7,3.3,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.5,7.1,0.1,4.1,3.49,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.2,5.7,5.0,4.1,2.89,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.9,5.9,1.6,4.5,3.52,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.4,8.3,5.0,2.1,2.76,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.0,5.7,5.4,6.9,2.95,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.0,5.9,5.5,1.9,3.4,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.1,7.6,0.3,7.5,3.17,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.4,6.2,2.3,7.7,2.66,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.4,8.6,1.8,5.8,2.77,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.3,8.7,0.7,2.6,3.77,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.2,8.0,0.3,9.5,3.29,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.7,5.5,0.5,8.2,2.99,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.6,8.4,2.2,2.8,3.43,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.0,6.4,3.4,2.4,3.24,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.8,9.6,0.8,6.4,3.01,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.9,9.4,4.4,2.1,3.01,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.0,8.5,3.3,0.6,3.34,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.1,9.7,0.2,4.0,2.58,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.5,5.9,3.4,2.5,3.06,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.6,9.7,0.4,0.4,3.65,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.3,6.6,3.9,0.8,3.41,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.2,5.4,4.2,7.7,2.84,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.7,5.3,1.9,7.2,3.29,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.6,9.4,3.4,2.1,3.03,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.2,9.4,0.1,8.2,2.95,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.7,10.0,0.4,0.7,3.67,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.8,7.4,3.8,2.4,3.23,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,7.1,6.2,0.7,7.0,3.36,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.8,6.5,1.4,8.2,3.01,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.9,6.1,5.7,2.6,3.08,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.9,7.1,5.3,2.3,3.33,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.1,10.0,1.2,4.0,3.35,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.7,8.0,1.9,1.8,3.33,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.1,8.9,2.1,6.2,2.81,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.3,9.4,5.0,0.4,3.08,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.5,9.1,1.3,4.5,3.16,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.1,8.0,3.5,4.3,2.79,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.4,9.3,1.2,0.3,3.33,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.3,5.4,2.5,5.6,2.97,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.6,5.4,1.3,6.7,3.14,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.4,9.3,3.0,3.0,3.77,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,9.1,8.4,2.9,2.2,3.26,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,6.3,9.0,3.4,1.8,3.11,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,8.5,8.1,3.5,1.2,3.38,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
25.0,Male,5.8,9.4,0.2,5.1,2.84,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,Medium
